cause,cause_remapped,effect,effect_type,confidence,top_keyword_score,keywords,similarity_score,weight,full_answer
including carbon leakage,industrial delocalization,carbon pricing policy,decrease,0.37962183,1,"[('carbon', 0.6237), ('leakage', 0.5339), ('including', 0.2408), ('carbon leakage', 0.8814), ('including carbon', 0.7334), ('carbon', 0.6237), ('leakage', 0.5339), ('including', 0.2408), ('including carbon leakage', 1.0), ('including carbon', 0.7334), ('carbon', 0.6237), ('leakage', 0.5339), ('including', 0.2408)]",0.7840518355369568,-1,"however, disparities in carbon pricing across regions posed challenges, including carbon leakagewhere companies relocate production to jurisdictions with less stringent climate policies."
limitation price co2,industrial delocalization,carbon-intensive product competitiveness,increase,0.15621126,0.7007,"[('co2', 0.5436), ('eu', 0.4192), ('competitor', 0.2876), ('limitation', 0.2573), ('outside', 0.0418), ('price co2', 0.6234), ('important competitor', 0.3201), ('countries', 0.289), ('limitation', 0.2573), ('missing', 0.0375), ('limitation price co2', 0.7007), ('countries outside eu', 0.5119), ('competitor', 0.2876), ('missing important', 0.1098), ('outside', 0.0418)]",0.7465388178825378,1,"the fact that a limitation and / or a price on co2 is missing in important competitor countries outside the eu already has consequences for the swedish mining, mineral and metal industries today in favor of more carbon intensive production outside the eu, which does not benefit the climate nor the european economy."
environmental gain undermining,industrial delocalization,emissions shifting,effect,0.43690977,0.8045,"[('economic', 0.4893), ('environmental', 0.4076), ('undermining', 0.3734), ('gain', 0.3069), ('offsetting', 0.2151), ('environmental gain', 0.655), ('economic performance', 0.5785), ('offsetting environmental', 0.5378), ('undermining', 0.3734), ('offsetting', 0.2151), ('environmental gain undermining', 0.8045), ('undermining economic performance', 0.6991), ('economic', 0.4893), ('performance', 0.2545), ('offsetting', 0.2151)]",0.7645845413208008,0.5,"the intuition behind carbon leakage is that by enacting climate policy through pricing or regulation in one country, and thereby raising the costs of emitting ghgs, producers will move at least some of their production elsewhere to a region with lower carbon constraints, thereby offsetting the environmental gain while also undermining economic performancea potential lose lose outcome."
water scarcity countries,industrial delocalization,emissions shifting,effect,0.17042351,0.7557,"[('scarcity', 0.4305), ('carbon', 0.3675), ('countries', 0.3486), ('standards', 0.27), ('leakage', 0.2484), ('water scarcity', 0.6437), ('scarcity countries', 0.5879), ('carbon leakage', 0.5352), ('countries lower', 0.4363), ('standards', 0.27), ('water scarcity countries', 0.7557), ('carbon leakage', 0.5352), ('standards', 0.27), ('water', 0.2206), ('lower', 0.1056)]",0.7527943253517151,0.5,the future does not lie in decreasing productivity and shifting production as well as climate impacts (carbon leakage and water scarcity) to third countries with lower standards.
cbam lacks necessary,industrial delocalization,EU CBAM,decrease,0.23733392,0.6079,"[('cbam', 0.4758), ('emissions', 0.4011), ('leakage', 0.2189), ('europe', 0.1374), ('potentially', 0.0301), ('cbam lacks', 0.5446), ('carbon leakage', 0.4939), ('downstream products', 0.3829), ('effectively prevent', 0.1702), ('europe', 0.1374), ('cbam lacks necessary', 0.6079), ('carbon leakage downstream', 0.5653), ('provisions effectively prevent', 0.3047), ('investments outside europe', 0.2943), ('stimulating transfer', 0.0557)]",0.7692737579345703,-1,"as it stands, cbam lacks the necessary provisions to effectively prevent carbon leakage in downstream products, potentially stimulating a transfer of carbon emissions, production and investments outside of europe."
production relocating countries,industrial delocalization,EU climate ambition,decrease,0.84754705,0.8115,"[('countries', 0.4304), ('production', 0.4184), ('policies', 0.3619), ('relocating', 0.3567), ('stringent', 0.1552), ('relocating countries', 0.6603), ('production relocating', 0.5024), ('countries stringent', 0.457), ('production', 0.4184), ('stringent policies', 0.2754), ('production relocating countries', 0.8115), ('countries stringent', 0.457), ('production', 0.4184), ('relocating', 0.3567), ('stringent policies', 0.2754)]",0.8094731569290161,-1,the objective of this mechanism is to equalise the price of carbon between domestic products and imports while ensuring that the eu ' s climate objectives are not undermined by production relocating to countries with less stringent policies.
environmental gain undermining,industrial delocalization,high energy costs,effect,0.6996133,0.8045,"[('economic', 0.4893), ('environmental', 0.4076), ('undermining', 0.3734), ('gain', 0.3069), ('offsetting', 0.2151), ('environmental gain', 0.655), ('economic performance', 0.5785), ('offsetting environmental', 0.5378), ('undermining', 0.3734), ('offsetting', 0.2151), ('environmental gain undermining', 0.8045), ('undermining economic performance', 0.6991), ('economic', 0.4893), ('performance', 0.2545), ('offsetting', 0.2151)]",0.7909878492355347,0.5,"the intuition behind carbon leakage is that by enacting climate policy through pricing or regulation in one country, and thereby raising the costs of emitting ghgs, producers will move at least some of their production elsewhere to a region with lower carbon constraints, thereby offsetting the environmental gain while also undermining economic performancea potential lose lose outcome."
carbon leakage water,industrial delocalization,international climate cooperation,effect,0.26003623,0.7858,"[('carbon', 0.5428), ('scarcity', 0.5005), ('leakage', 0.4608), ('water', 0.3871), ('carbon leakage', 0.7449), ('water scarcity', 0.7212), ('carbon', 0.5428), ('leakage water', 0.4931), ('water', 0.3871), ('carbon leakage water', 0.7858), ('leakage water scarcity', 0.7627), ('carbon', 0.5428), ('scarcity', 0.5005), ('water', 0.3871)]",0.8061332702636719,0.5,the future does not lie in decreasing productivity and shifting production as well as climate impacts (carbon leakage and water scarcity) to third countries with lower standards.
undermining economic performance,industrial delocalization,policy-induced inflation,effect,0.7540152,0.9332,"[('undermining', 0.6537), ('economic', 0.5553), ('performance', 0.3804), ('undermining economic', 0.8869), ('economic performance', 0.6708), ('undermining', 0.6537), ('economic', 0.5553), ('performance', 0.3804), ('undermining economic performance', 0.9332), ('economic performance', 0.6708), ('undermining', 0.6537), ('economic', 0.5553), ('performance', 0.3804)]",0.7692834734916687,0.5,"the intuition behind carbon leakage is that by enacting climate policy through pricing or regulation in one country, and thereby raising the costs of emitting ghgs, producers will move at least some of their production elsewhere to a region with lower carbon constraints, thereby offsetting the environmental gain while also undermining economic performancea potential lose lose outcome."
relocation production countries,industrial delocalization,resource shuffling,decrease,0.34291393,0.8676,"[('relocation', 0.6165), ('production', 0.487), ('countries', 0.428), ('relocation production', 0.7375), ('production countries', 0.71), ('relocation', 0.6165), ('production', 0.487), ('countries', 0.428), ('relocation production countries', 0.8676), ('production countries', 0.71), ('relocation', 0.6165), ('production', 0.487), ('countries', 0.428)]",0.7406847476959229,-1,"this could further incentivise the relocation of production to third countries, negatively impacting both steel and downstream sectors."
decrease carbon footprint,industrial emission reduction targets,product carbon footprint,effect,0.21376225,0.8295,"[('decrease', 0.4961), ('carbon', 0.4183), ('footprint', 0.3825), ('25', 0.1843), ('carbon footprint', 0.7204), ('decrease carbon', 0.6354), ('decrease', 0.4961), ('footprint 25', 0.428), ('25', 0.1843), ('decrease carbon footprint', 0.8295), ('decrease', 0.4961), ('carbon', 0.4183), ('footprint', 0.3825), ('25', 0.1843)]",0.7523890733718872,0.5,"in one year, we decrease our carbon footprint by 25 % thanks to the optimisation of all levers (clinker selection, logistics, cement recipes and packaging)."
decrease carbon footprint,industrial emission reduction targets,product carbon footprint,effect,0.21376225,0.8295,"[('decrease', 0.4961), ('carbon', 0.4183), ('footprint', 0.3825), ('25', 0.1843), ('carbon footprint', 0.7204), ('decrease carbon', 0.6354), ('decrease', 0.4961), ('footprint 25', 0.428), ('25', 0.1843), ('decrease carbon footprint', 0.8295), ('decrease', 0.4961), ('carbon', 0.4183), ('footprint', 0.3825), ('25', 0.1843)]",0.7523890733718872,0.5,"in one year, we decrease our carbon footprint by 25 % thanks to the optimisation of all levers (clinker selection, logistics, cement recipes and packaging)."
eu emissions trading,industrial emission reduction targets,removal of existing carbon protection,effect,0.21003972,0.6431,"[('eu', 0.4684), ('cbam', 0.3363), ('emissions', 0.3229), ('facilitates', 0.1233), ('decarbonization', 0.0896), ('eu emissions', 0.5873), ('cbam cham', 0.3468), ('investment competitiveness', 0.2693), ('leakage phase', 0.1262), ('adjustment mechanism', 0.1252), ('eu emissions trading', 0.6431), ('adjustment mechanism cbam', 0.3059), ('speaks american', 0.0983), ('role creating better', 0.0299), ('513 68 92', 0.0189)]",0.7462497353553772,0.5,"the proposed increased ghg emission reduction target for current ets sectors (61 % in 2030) ? will require adequate policy measures along with proactive engagement from participating sectors to? sz am cham eu speaking for american business in europe our position addressing the risk of carbon leakage under the eu ets and cbam am cham eu speaks for american companies committed to europe on trade, investment and competitiveness issues. it aims to ensure a growth orientated business and investment climate in europe. am cham eu facilitates the resolution of transatlantic issues that impact business and plays a role in creating better understanding of eu and us positions on business matters. aggregate us investment in europe totalled more than 3. 4 trillion in 2021, directly supports more than 4. 9 million jobs in europe, and generates billions of euros annually in income, trade and research and development. american chamber of commerce to the european union speaking for american business in europe avenue des arts / kunstlaan 53,1000 brussels, belgium t + 32 2 513 68 92 amchameu. eu european transparency register : < phone > 12 may 2022 executive summary as the european commission (commission) considers implementing a carbon border adjustment mechanism (cbam) to combat carbon leakage and phase out the eu emissions trading system ' s (ets) free allowances, it must ensure that the complex mechanism also protects the competitiveness of businesses in europe. companies need a clear timeline for the phase out and the cbam ' s impact to ensure an effective decarbonization pathway. various proposals that aim to speed up the phase out trajectory risk failing to give european industry sufficient time to adapt and transform production sites. furthermore, as currently designed, the cbam does not maintain eu export competitiveness in markets that have lower or no carbon prices"
co2 emissions cbam,industrial emission reduction targets,renewable energy capacity,effect,0.92148453,0.6763,"[('renewable', 0.4884), ('co2', 0.3953), ('cbam', 0.3906), ('fees', 0.2716), ('reduces', 0.2212), ('renewable energy', 0.5783), ('reduces co2', 0.4815), ('cbam fees', 0.4664), ('emissions', 0.4067), ('based', 0.0091), ('co2 emissions cbam', 0.6763), ('renewable energy based', 0.5532), ('production reduces', 0.4312), ('fees', 0.2716), ('based', 0.0091)]",0.7716415524482727,0.5,renewable energy based production reduces co2 emissions and cbam fees.
investor consumer pressures,industrial emission reduction targets,technological issues,increase,0.7789029,0.8329,"[('regulatory', 0.6528), ('consumer', 0.5506), ('investor', 0.4973), ('pressures', 0.3301), ('consumer pressures', 0.741), ('investor consumer', 0.6711), ('regulatory investor', 0.6654), ('regulatory', 0.6528), ('pressures', 0.3301), ('investor consumer pressures', 0.8329), ('regulatory investor consumer', 0.7885), ('regulatory', 0.6528), ('consumer', 0.5506), ('pressures', 0.3301)]",0.7773421406745911,1,"as regulatory, investor, and consumer pressures amplify the urgency for industrial decarbonization, the steel industry faces increasing demands for real plans to reduce emissions."
